filename,company,rating_raw,rating_normalized,target_price,current_price,upside,securities_firm,analyst,report_date,thesis,sector,page_count
sample_031.pdf,HD현대중공업,매수,BUY,285000,220000,29.5,하나증권,신예린,2026-03-22,선가 상승으로 마진 개선 지속. 친환경 선박 수요 증가로 수주 경쟁력 강화.,조선·해운,18
sample_032.pdf,HMM,매수,BUY,25000,18500,35.1,대신증권,최지훈,2026-01-30,컨테이너 운임 회복세 지속. 홍해 우회 항로로 공급 타이트 유지 전망.,조선·해운,16
sample_033.pdf,HMM,중립,HOLD,18000,18200,-1.1,KB증권,박민준,2026-03-05,신조 공급 증가 구간 진입. 운임 추가 상승폭 제한적으로 중립 의견 유지.,조선·해운,14
sample_034.pdf,POSCO홀딩스,매수,BUY,440000,320000,37.5,NH투자증권,정수진,2026-02-12,2차전지 소재 수직계열화 완성. 리튬·니켈 등 핵심광물 확보로 밸류체인 강화.,전력·인프라,24
sample_035.pdf,POSCO홀딩스,매수,BUY,450000,325000,38.5,미래에셋증권,김철수,2026-04-08,철강 중국 리스크 완화. 친환경 수소환원제철 투자로 탄소중립 선도기업 이미지 구축.,전력·인프라,20
sample_036.pdf,두산에너빌리티,매수,BUY,33000,22500,46.7,한국투자증권,오재현,2026-01-15,원전 SMR 기술 선도. 체코·사우디 원전 수주 가시화로 2026년 최대 수주 전망.,전력·인프라,22
sample_037.pdf,두산에너빌리티,매수,BUY,34000,23000,47.8,삼성증권,이영희,2026-02-22,국내 원전 10기 신규 건설 계획. SMR 글로벌 표준화 과정에서 기술 리더십 확보.,전력·인프라,20
sample_038.pdf,두산에너빌리티,매수,BUY,35000,23500,48.9,하나증권,신예린,2026-04-15,미국 SMR 인허가 진행. AI 데이터센터 전력 공급원으로 원자력 재조명.,전력·인프라,18
sample_039.pdf,LS일렉트릭,매수,BUY,250000,175000,42.9,미래에셋증권,김철수,2026-03-08,AI 데이터센터 전력 수요 폭증으로 수배전반·변압기 수주 급증. 미국 수출 확대.,전력·인프라,20
sample_040.pdf,LS일렉트릭,매수,BUY,245000,178000,37.6,KB증권,박민준,2026-04-12,전력 인프라 투자 증가 수혜. 국내외 수주 잔고 확대로 2026년 최대 매출 전망.,전력·인프라,18
sample_041.pdf,하이브,매수,BUY,250000,182000,37.4,NH투자증권,정수진,2026-01-25,BTS 완전체 컴백 효과 반영. 위버스 플랫폼 수익화 가속으로 콘텐츠·플랫폼 가치 재평가.,소비·내수,18
sample_042.pdf,하이브,중립,HOLD,180000,178000,1.1,대신증권,최지훈,2026-03-18,레이블 갈등 이슈 해소 확인 필요. 아티스트 공백기 리스크로 중립 유지.,소비·내수,14
sample_043.pdf,크래프톤,매수,BUY,430000,315000,36.5,한국투자증권,오재현,2026-02-05,배틀그라운드 인도 재출시 성공. 신작 다크앤다커 모바일 흥행으로 실적 기대.,AI·반도체,20
sample_044.pdf,크래프톤,매수,BUY,420000,320000,31.3,삼성증권,이영희,2026-04-03,인디게임 포트폴리오 다각화로 실적 안정화. 인도 시장 점유율 확대 지속.,AI·반도체,18
sample_045.pdf,카카오,중립,HOLD,43000,42000,2.4,미래에셋증권,김철수,2026-01-12,규제 리스크와 경쟁 심화로 밸류에이션 프리미엄 약화. AI 전략 구체화 필요.,소비·내수,16
sample_046.pdf,카카오,중립,HOLD,41000,41500,-1.2,KB증권,박민준,2026-02-28,광고 시장 회복 지연과 카카오페이 성장 둔화. 중립 의견 유지.,소비·내수,14
sample_047.pdf,삼성물산,매수,BUY,215000,168000,28.0,하나증권,신예린,2026-03-10,원전·방산 자회사 가치 재평가. 삼성전자 지분 가치 상승으로 NAV 디스카운트 축소.,전력·인프라,20
sample_048.pdf,삼성물산,매수,BUY,220000,170000,29.4,NH투자증권,정수진,2026-04-20,패션·바이오 사업부 성장. 건설 수주 증가와 삼성 그룹 구조개편 수혜 가능성.,전력·인프라,18
sample_049.pdf,메리츠금융지주,매수,BUY,140000,98000,42.9,미래에셋증권,김철수,2026-02-15,보험·증권 시너지 본격화. 자사주 매입소각 정책과 고배당으로 주주환원 강화.,금리·금융,18
sample_050.pdf,메리츠금융지주,매수,BUY,145000,100000,45.0,대신증권,최지훈,2026-04-05,ROE 18% 유지. 비은행 금융지주 내 밸류에이션 매력 가장 높음. 적극 매수 의견.,금리·금융,16
